Trade Date,Trade Time,Order Time,Security Name,ISIN,Exchange,Order Source,Transaction Type,Quantity,Market Rate,Total,GST,Brokerage,Misc.,Total Charges,STT/CTT
09/09/2025,14:57:08,14:57:08,OPTIDXBANKNIFTY 30SEP2025CE  57000.00,-,NSEDERV ,Kotak Securities,Buy,105,25.4333,2670.5,1.98,10,0.95,12.93,0
08/09/2025,14:46:08,14:46:08,FUTCOMGOLDM     03OCT2025,-,MCX     ,Kotak Securities,Sell,10,107903,1079030,6.08,10,23.74,39.82,108
08/09/2025,14:42:05,14:42:01,OPTIDXBANKNIFTY 30SEP2025CE  54200.00,-,NSEDERV ,Kotak Securities,Sell,140,900,126000,9.88,10,44.9,64.78,126
04/09/2025,09:15:42,09:15:42,OPTIDXBANKNIFTY 30SEP2025CE  54200.00,-,NSEDERV ,Kotak Securities,Buy,140,860.3625,120450.75,9.52,10,46.92,66.44,0
02/09/2025,15:10:52,15:10:52,FUTCOMGOLDM     03OCT2025,-,MCX     ,Kotak Securities,Buy,10,104788,1047880,5.94,10,44.02,59.96,0
29/05/2025,09:10:28,09:10:28,FUTCOMGOLDM     05JUN2025,-,MCX     ,Kotak Securities,Sell,10,94730,947300,5.56,10,20.84,36.4,95
29/05/2025,09:23:07,09:23:07,FUTIDXBANKNIFTY 29MAY2025,-,NSEDERV ,Kotak Securities,Sell,60,55500.4,3330024,13.36,10,64.27,87.63,666.21
29/05/2025,09:57:54,09:57:54,OPTIDXBANKNIFTY 29MAY2025CE  54000.00,-,NSEDERV ,Kotak Securities,Buy,180,1455.4083,261973.49,8.5,10,3.91,22.41,12.06
29/05/2025,09:24:30,09:24:30,OPTIDXBANKNIFTY 29MAY2025CE  54000.00,-,NSEDERV ,Kotak Securities,Sell,90,1458.4666,131261.99,8.52,10,1.95,20.47,6.03
29/05/2025,00:00:00,00:00:00,OPTIDXBANKNIFTY 29MAY2025CE  54000.00,-,NSEDERV ,Kotak Securities,Sell,180,1546.05,278289,17.24,20,151.88,189.12,461.08
29/05/2025,09:24:30,09:24:30,OPTIDXBANKNIFTY 29MAY2025CE  55000.00,-,NSEDERV ,Kotak Securities,Buy,150,494.7,74205,4.8,10,0.47,15.27,0.61
29/05/2025,00:00:00,00:00:00,OPTIDXBANKNIFTY 29MAY2025CE  55000.00,-,NSEDERV ,Kotak Securities,Buy,180,546.05,98289,9.76,20,68.56,98.32,85.39
29/05/2025,09:57:55,09:57:55,OPTIDXBANKNIFTY 29MAY2025CE  55000.00,-,NSEDERV ,Kotak Securities,Sell,180,481.4916,86668.49,4.8,10,0.54,15.34,0.72
27/05/2025,10:09:07,10:09:07,OPTIDXBANKNIFTY 29MAY2025CE  54000.00,-,NSEDERV ,Kotak Securities,Buy,120,1370.6875,164482.5,12.34,10,63.6,85.94,0
27/05/2025,10:09:08,10:09:08,OPTIDXBANKNIFTY 29MAY2025CE  55000.00,-,NSEDERV ,Kotak Securities,Sell,120,651.15,78138,6.82,10,27.84,44.66,78
28/04/2025,22:36:10,22:36:10,FUTCOMGOLDM     05JUN2025,-,MCX     ,Kotak Securities,Buy,20,95906.5,1918130,7.5,10,80.59,98.09,0
28/04/2025,22:36:38,22:36:38,FUTCOMGOLDM     05JUN2025,-,MCX     ,Kotak Securities,Buy,10,95897,958970,7.5,10,40.25,57.75,0
22/04/2025,21:22:16,21:22:16,FUTCOMGOLDM     05JUN2025,-,MCX     ,Kotak Securities,Sell,10,97667,976670,5.68,10,21.51,37.19,97.61
22/04/2025,21:22:40,21:22:40,FUTCOMGOLDM     05JUN2025,-,MCX     ,Kotak Securities,Sell,10,97660,976600,5.64,10,21.47,37.11,97.59
22/04/2025,22:17:31,22:17:31,FUTCOMGOLDM     05JUN2025,-,MCX     ,Kotak Securities,Sell,10,96864,968640,5.64,10,21.3,36.94,96.8
11/04/2025,09:07:26,09:07:26,FUTCOMGOLDM     05JUN2025,-,MCX     ,Kotak Securities,Buy,20,93500.5,1870010,7.36,10,78.55,95.91,0
11/04/2025,15:31:04,15:31:04,FUTCOMGOLDM     05JUN2025,-,MCX     ,Kotak Securities,Buy,10,93464,934640,7.34,10,39.24,56.58,0
08/04/2025,21:59:15,21:59:15,FUTCOMGOLDM     05JUN2025,-,MCX     ,Kotak Securities,Sell,10,87844,878440,5.28,10,19.33,34.61,88
07/04/2025,13:01:10,13:01:10,FUTCOMGOLDM     05JUN2025,-,MCX     ,Kotak Securities,Sell,10,88129,881290,5.3,10,19.39,34.69,88
